qid,participant_id,choice,answer,correct,avg_agreement_with_others,num_agree,num_disagree,question_mean_agreement,num_raters
662,02f952bb_20251210_230336,D,4,True,0.3157894736842105,6,13,0.4052631578947368,20
662,3a36e078_20251205_225238,D,4,True,0.3157894736842105,6,13,0.4052631578947368,20
662,5d843d39_20251127_141921,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,6b3a1a8d_20251125_135446,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,9c5d09f3_20251209_121033,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,13f54aa2_20251204_125847,D,4,True,0.3157894736842105,6,13,0.4052631578947368,20
662,14d2420f_20251208_150302,D,4,True,0.3157894736842105,6,13,0.4052631578947368,20
662,60de6bd6_20251210_170035,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,73df43f3_20251204_210431,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,218b2db5_20251126_084136,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,0756a860_20251124_133827,D,4,True,0.3157894736842105,6,13,0.4052631578947368,20
662,825ff3e9_20251210_192335,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,3238ebaf_20251126_140604,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,29127478_20251202_100107,A,1,False,0.05263157894736842,1,18,0.4052631578947368,20
662,a5909497_20251211_232822,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,b9b2cb98_20251127_193952,D,4,True,0.3157894736842105,6,13,0.4052631578947368,20
662,d1548553_20251125_202324,D,4,True,0.3157894736842105,6,13,0.4052631578947368,20
662,dd0f9986_20251128_222537,A,1,False,0.05263157894736842,1,18,0.4052631578947368,20
662,f616d5c7_20251203_212223,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
662,2e184452_20251205_141511_cleaned,B,2,False,0.5263157894736842,10,9,0.4052631578947368,20
773,02f952bb_20251210_230336,B,2,True,0.21052631578947367,4,15,0.23157894736842102,20
773,3a36e078_20251205_225238,A,1,False,0.3157894736842105,6,13,0.23157894736842102,20
773,5d843d39_20251127_141921,A,1,False,0.3157894736842105,6,13,0.23157894736842102,20
773,6b3a1a8d_20251125_135446,A,1,False,0.3157894736842105,6,13,0.23157894736842102,20
773,9c5d09f3_20251209_121033,C,3,False,0.21052631578947367,4,15,0.23157894736842102,20
773,13f54aa2_20251204_125847,C,3,False,0.21052631578947367,4,15,0.23157894736842102,20
773,14d2420f_20251208_150302,A,1,False,0.3157894736842105,6,13,0.23157894736842102,20
773,60de6bd6_20251210_170035,B,2,True,0.21052631578947367,4,15,0.23157894736842102,20
773,73df43f3_20251204_210431,D,4,False,0.10526315789473684,2,17,0.23157894736842102,20
773,218b2db5_20251126_084136,A,1,False,0.3157894736842105,6,13,0.23157894736842102,20
773,0756a860_20251124_133827,A,1,False,0.3157894736842105,6,13,0.23157894736842102,20
773,825ff3e9_20251210_192335,B,2,True,0.21052631578947367,4,15,0.23157894736842102,20
773,3238ebaf_20251126_140604,C,3,False,0.21052631578947367,4,15,0.23157894736842102,20
773,29127478_20251202_100107,C,3,False,0.21052631578947367,4,15,0.23157894736842102,20
773,a5909497_20251211_232822,D,4,False,0.10526315789473684,2,17,0.23157894736842102,20
773,b9b2cb98_20251127_193952,A,1,False,0.3157894736842105,6,13,0.23157894736842102,20
773,d1548553_20251125_202324,B,2,True,0.21052631578947367,4,15,0.23157894736842102,20
773,dd0f9986_20251128_222537,D,4,False,0.10526315789473684,2,17,0.23157894736842102,20
773,f616d5c7_20251203_212223,B,2,True,0.21052631578947367,4,15,0.23157894736842102,20
773,2e184452_20251205_141511_cleaned,C,3,False,0.21052631578947367,4,15,0.23157894736842102,20
556,02f952bb_20251210_230336,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
556,3a36e078_20251205_225238,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,5d843d39_20251127_141921,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
556,6b3a1a8d_20251125_135446,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,9c5d09f3_20251209_121033,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
556,13f54aa2_20251204_125847,B,2,False,0.0,0,19,0.31052631578947365,20
556,14d2420f_20251208_150302,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,60de6bd6_20251210_170035,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
556,73df43f3_20251204_210431,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
556,218b2db5_20251126_084136,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,0756a860_20251124_133827,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
556,825ff3e9_20251210_192335,A,1,False,0.10526315789473684,2,17,0.31052631578947365,20
556,3238ebaf_20251126_140604,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
556,29127478_20251202_100107,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,a5909497_20251211_232822,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,b9b2cb98_20251127_193952,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,d1548553_20251125_202324,C,3,True,0.3684210526315789,7,12,0.31052631578947365,20
556,dd0f9986_20251128_222537,A,1,False,0.10526315789473684,2,17,0.31052631578947365,20
556,f616d5c7_20251203_212223,A,1,False,0.10526315789473684,2,17,0.31052631578947365,20
556,2e184452_20251205_141511_cleaned,D,4,False,0.3684210526315789,7,12,0.31052631578947365,20
768,02f952bb_20251210_230336,A,1,False,0.3157894736842105,6,13,0.28947368421052627,20
768,3a36e078_20251205_225238,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,5d843d39_20251127_141921,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,6b3a1a8d_20251125_135446,A,1,False,0.3157894736842105,6,13,0.28947368421052627,20
768,9c5d09f3_20251209_121033,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,13f54aa2_20251204_125847,B,2,True,0.15789473684210525,3,16,0.28947368421052627,20
768,14d2420f_20251208_150302,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,60de6bd6_20251210_170035,B,2,True,0.15789473684210525,3,16,0.28947368421052627,20
768,73df43f3_20251204_210431,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,218b2db5_20251126_084136,A,1,False,0.3157894736842105,6,13,0.28947368421052627,20
768,0756a860_20251124_133827,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,825ff3e9_20251210_192335,A,1,False,0.3157894736842105,6,13,0.28947368421052627,20
768,3238ebaf_20251126_140604,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,29127478_20251202_100107,A,1,False,0.3157894736842105,6,13,0.28947368421052627,20
768,a5909497_20251211_232822,A,1,False,0.3157894736842105,6,13,0.28947368421052627,20
768,b9b2cb98_20251127_193952,B,2,True,0.15789473684210525,3,16,0.28947368421052627,20
768,d1548553_20251125_202324,B,2,True,0.15789473684210525,3,16,0.28947368421052627,20
768,dd0f9986_20251128_222537,C,3,False,0.3684210526315789,7,12,0.28947368421052627,20
768,f616d5c7_20251203_212223,A,1,False,0.3157894736842105,6,13,0.28947368421052627,20
768,2e184452_20251205_141511_cleaned,D,4,False,0.0,0,19,0.28947368421052627,20
802,02f952bb_20251210_230336,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,3a36e078_20251205_225238,C,3,True,0.10526315789473684,2,17,0.31052631578947365,20
802,5d843d39_20251127_141921,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,6b3a1a8d_20251125_135446,A,1,False,0.21052631578947367,4,15,0.31052631578947365,20
802,9c5d09f3_20251209_121033,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,13f54aa2_20251204_125847,A,1,False,0.21052631578947367,4,15,0.31052631578947365,20
802,14d2420f_20251208_150302,D,4,False,0.05263157894736842,1,18,0.31052631578947365,20
802,60de6bd6_20251210_170035,A,1,False,0.21052631578947367,4,15,0.31052631578947365,20
802,73df43f3_20251204_210431,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,218b2db5_20251126_084136,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,0756a860_20251124_133827,C,3,True,0.10526315789473684,2,17,0.31052631578947365,20
802,825ff3e9_20251210_192335,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,3238ebaf_20251126_140604,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,29127478_20251202_100107,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,a5909497_20251211_232822,D,4,False,0.05263157894736842,1,18,0.31052631578947365,20
802,b9b2cb98_20251127_193952,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,d1548553_20251125_202324,C,3,True,0.10526315789473684,2,17,0.31052631578947365,20
802,dd0f9986_20251128_222537,A,1,False,0.21052631578947367,4,15,0.31052631578947365,20
802,f616d5c7_20251203_212223,B,2,False,0.47368421052631576,9,10,0.31052631578947365,20
802,2e184452_20251205_141511_cleaned,A,1,False,0.21052631578947367,4,15,0.31052631578947365,20
598,02f952bb_20251210_230336,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,3a36e078_20251205_225238,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,5d843d39_20251127_141921,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,6b3a1a8d_20251125_135446,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,9c5d09f3_20251209_121033,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,13f54aa2_20251204_125847,C,3,False,0.05263157894736842,1,18,0.5736842105263158,20
598,14d2420f_20251208_150302,B,2,True,0.10526315789473684,2,17,0.5736842105263158,20
598,60de6bd6_20251210_170035,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,73df43f3_20251204_210431,B,2,True,0.10526315789473684,2,17,0.5736842105263158,20
598,218b2db5_20251126_084136,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,0756a860_20251124_133827,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,825ff3e9_20251210_192335,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,3238ebaf_20251126_140604,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,29127478_20251202_100107,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,a5909497_20251211_232822,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,b9b2cb98_20251127_193952,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,d1548553_20251125_202324,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,dd0f9986_20251128_222537,D,4,False,0.7368421052631579,14,5,0.5736842105263158,20
598,f616d5c7_20251203_212223,B,2,True,0.10526315789473684,2,17,0.5736842105263158,20
598,2e184452_20251205_141511_cleaned,C,3,False,0.05263157894736842,1,18,0.5736842105263158,20
70,02f952bb_20251210_230336,B,2,False,0.47368421052631576,9,10,0.3,20
70,3a36e078_20251205_225238,C,3,True,0.15789473684210525,3,16,0.3,20
70,5d843d39_20251127_141921,B,2,False,0.47368421052631576,9,10,0.3,20
70,6b3a1a8d_20251125_135446,B,2,False,0.47368421052631576,9,10,0.3,20
70,9c5d09f3_20251209_121033,B,2,False,0.47368421052631576,9,10,0.3,20
70,13f54aa2_20251204_125847,D,4,False,0.10526315789473684,2,17,0.3,20
70,14d2420f_20251208_150302,B,2,False,0.47368421052631576,9,10,0.3,20
70,60de6bd6_20251210_170035,A,1,False,0.10526315789473684,2,17,0.3,20
70,73df43f3_20251204_210431,C,3,True,0.15789473684210525,3,16,0.3,20
70,218b2db5_20251126_084136,B,2,False,0.47368421052631576,9,10,0.3,20
70,0756a860_20251124_133827,B,2,False,0.47368421052631576,9,10,0.3,20
70,825ff3e9_20251210_192335,D,4,False,0.10526315789473684,2,17,0.3,20
70,3238ebaf_20251126_140604,B,2,False,0.47368421052631576,9,10,0.3,20
70,29127478_20251202_100107,D,4,False,0.10526315789473684,2,17,0.3,20
70,a5909497_20251211_232822,A,1,False,0.10526315789473684,2,17,0.3,20
70,b9b2cb98_20251127_193952,B,2,False,0.47368421052631576,9,10,0.3,20
70,d1548553_20251125_202324,B,2,False,0.47368421052631576,9,10,0.3,20
70,dd0f9986_20251128_222537,C,3,True,0.15789473684210525,3,16,0.3,20
70,f616d5c7_20251203_212223,A,1,False,0.10526315789473684,2,17,0.3,20
70,2e184452_20251205_141511_cleaned,C,3,True,0.15789473684210525,3,16,0.3,20
97,02f952bb_20251210_230336,C,3,False,0.2631578947368421,5,14,0.2631578947368421,20
97,3a36e078_20251205_225238,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
97,5d843d39_20251127_141921,B,2,True,0.05263157894736842,1,18,0.2631578947368421,20
97,6b3a1a8d_20251125_135446,D,4,False,0.15789473684210525,3,16,0.2631578947368421,20
97,9c5d09f3_20251209_121033,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
97,13f54aa2_20251204_125847,D,4,False,0.15789473684210525,3,16,0.2631578947368421,20
97,14d2420f_20251208_150302,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
97,60de6bd6_20251210_170035,C,3,False,0.2631578947368421,5,14,0.2631578947368421,20
97,73df43f3_20251204_210431,D,4,False,0.15789473684210525,3,16,0.2631578947368421,20
97,218b2db5_20251126_084136,C,3,False,0.2631578947368421,5,14,0.2631578947368421,20
97,0756a860_20251124_133827,C,3,False,0.2631578947368421,5,14,0.2631578947368421,20
97,825ff3e9_20251210_192335,C,3,False,0.2631578947368421,5,14,0.2631578947368421,20
97,3238ebaf_20251126_140604,B,2,True,0.05263157894736842,1,18,0.2631578947368421,20
97,29127478_20251202_100107,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
97,a5909497_20251211_232822,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
97,b9b2cb98_20251127_193952,D,4,False,0.15789473684210525,3,16,0.2631578947368421,20
97,d1548553_20251125_202324,C,3,False,0.2631578947368421,5,14,0.2631578947368421,20
97,dd0f9986_20251128_222537,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
97,f616d5c7_20251203_212223,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
97,2e184452_20251205_141511_cleaned,A,1,False,0.3684210526315789,7,12,0.2631578947368421,20
462,02f952bb_20251210_230336,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,3a36e078_20251205_225238,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,5d843d39_20251127_141921,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,6b3a1a8d_20251125_135446,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,9c5d09f3_20251209_121033,A,1,False,0.10526315789473684,2,17,0.44210526315789467,20
462,13f54aa2_20251204_125847,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,14d2420f_20251208_150302,A,1,False,0.10526315789473684,2,17,0.44210526315789467,20
462,60de6bd6_20251210_170035,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,73df43f3_20251204_210431,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,218b2db5_20251126_084136,C,3,False,0.10526315789473684,2,17,0.44210526315789467,20
462,0756a860_20251124_133827,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,825ff3e9_20251210_192335,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,3238ebaf_20251126_140604,A,1,False,0.10526315789473684,2,17,0.44210526315789467,20
462,29127478_20251202_100107,D,4,False,0.0,0,19,0.44210526315789467,20
462,a5909497_20251211_232822,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,b9b2cb98_20251127_193952,C,3,False,0.10526315789473684,2,17,0.44210526315789467,20
462,d1548553_20251125_202324,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,dd0f9986_20251128_222537,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,f616d5c7_20251203_212223,B,2,True,0.631578947368421,12,7,0.44210526315789467,20
462,2e184452_20251205_141511_cleaned,C,3,False,0.10526315789473684,2,17,0.44210526315789467,20
428,02f952bb_20251210_230336,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,3a36e078_20251205_225238,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,5d843d39_20251127_141921,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,6b3a1a8d_20251125_135446,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,9c5d09f3_20251209_121033,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,13f54aa2_20251204_125847,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,14d2420f_20251208_150302,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,60de6bd6_20251210_170035,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,73df43f3_20251204_210431,A,1,False,0.15789473684210525,3,16,0.5157894736842105,20
428,218b2db5_20251126_084136,A,1,False,0.15789473684210525,3,16,0.5157894736842105,20
428,0756a860_20251124_133827,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,825ff3e9_20251210_192335,B,2,False,0.05263157894736842,1,18,0.5157894736842105,20
428,3238ebaf_20251126_140604,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,29127478_20251202_100107,A,1,False,0.15789473684210525,3,16,0.5157894736842105,20
428,a5909497_20251211_232822,A,1,False,0.15789473684210525,3,16,0.5157894736842105,20
428,b9b2cb98_20251127_193952,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,d1548553_20251125_202324,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,dd0f9986_20251128_222537,B,2,False,0.05263157894736842,1,18,0.5157894736842105,20
428,f616d5c7_20251203_212223,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
428,2e184452_20251205_141511_cleaned,C,3,False,0.6842105263157895,13,6,0.5157894736842105,20
13,02f952bb_20251210_230336,A,1,False,0.6842105263157895,13,6,0.5,20
13,3a36e078_20251205_225238,A,1,False,0.6842105263157895,13,6,0.5,20
13,5d843d39_20251127_141921,D,4,False,0.10526315789473684,2,17,0.5,20
13,6b3a1a8d_20251125_135446,A,1,False,0.6842105263157895,13,6,0.5,20
13,9c5d09f3_20251209_121033,A,1,False,0.6842105263157895,13,6,0.5,20
13,13f54aa2_20251204_125847,A,1,False,0.6842105263157895,13,6,0.5,20
13,14d2420f_20251208_150302,A,1,False,0.6842105263157895,13,6,0.5,20
13,60de6bd6_20251210_170035,D,4,False,0.10526315789473684,2,17,0.5,20
13,73df43f3_20251204_210431,A,1,False,0.6842105263157895,13,6,0.5,20
13,218b2db5_20251126_084136,A,1,False,0.6842105263157895,13,6,0.5,20
13,0756a860_20251124_133827,A,1,False,0.6842105263157895,13,6,0.5,20
13,825ff3e9_20251210_192335,C,3,False,0.0,0,19,0.5,20
13,3238ebaf_20251126_140604,B,2,True,0.05263157894736842,1,18,0.5,20
13,29127478_20251202_100107,D,4,False,0.10526315789473684,2,17,0.5,20
13,a5909497_20251211_232822,A,1,False,0.6842105263157895,13,6,0.5,20
13,b9b2cb98_20251127_193952,A,1,False,0.6842105263157895,13,6,0.5,20
13,d1548553_20251125_202324,A,1,False,0.6842105263157895,13,6,0.5,20
13,dd0f9986_20251128_222537,B,2,True,0.05263157894736842,1,18,0.5,20
13,f616d5c7_20251203_212223,A,1,False,0.6842105263157895,13,6,0.5,20
13,2e184452_20251205_141511_cleaned,A,1,False,0.6842105263157895,13,6,0.5,20
414,02f952bb_20251210_230336,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,3a36e078_20251205_225238,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
414,5d843d39_20251127_141921,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
414,6b3a1a8d_20251125_135446,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
414,9c5d09f3_20251209_121033,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,13f54aa2_20251204_125847,C,3,False,0.05263157894736842,1,18,0.3052631578947368,20
414,14d2420f_20251208_150302,D,4,False,0.05263157894736842,1,18,0.3052631578947368,20
414,60de6bd6_20251210_170035,D,4,False,0.05263157894736842,1,18,0.3052631578947368,20
414,73df43f3_20251204_210431,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,218b2db5_20251126_084136,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,0756a860_20251124_133827,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
414,825ff3e9_20251210_192335,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,3238ebaf_20251126_140604,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
414,29127478_20251202_100107,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
414,a5909497_20251211_232822,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,b9b2cb98_20251127_193952,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
414,d1548553_20251125_202324,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,dd0f9986_20251128_222537,A,1,False,0.3684210526315789,7,12,0.3052631578947368,20
414,f616d5c7_20251203_212223,C,3,False,0.05263157894736842,1,18,0.3052631578947368,20
414,2e184452_20251205_141511_cleaned,B,2,True,0.3684210526315789,7,12,0.3052631578947368,20
550,02f952bb_20251210_230336,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,3a36e078_20251205_225238,D,4,False,0.15789473684210525,3,16,0.2789473684210526,20
550,5d843d39_20251127_141921,C,3,False,0.05263157894736842,1,18,0.2789473684210526,20
550,6b3a1a8d_20251125_135446,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,9c5d09f3_20251209_121033,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,13f54aa2_20251204_125847,D,4,False,0.15789473684210525,3,16,0.2789473684210526,20
550,14d2420f_20251208_150302,A,1,True,0.21052631578947367,4,15,0.2789473684210526,20
550,60de6bd6_20251210_170035,D,4,False,0.15789473684210525,3,16,0.2789473684210526,20
550,73df43f3_20251204_210431,A,1,True,0.21052631578947367,4,15,0.2789473684210526,20
550,218b2db5_20251126_084136,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,0756a860_20251124_133827,A,1,True,0.21052631578947367,4,15,0.2789473684210526,20
550,825ff3e9_20251210_192335,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,3238ebaf_20251126_140604,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,29127478_20251202_100107,A,1,True,0.21052631578947367,4,15,0.2789473684210526,20
550,a5909497_20251211_232822,A,1,True,0.21052631578947367,4,15,0.2789473684210526,20
550,b9b2cb98_20251127_193952,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,d1548553_20251125_202324,C,3,False,0.05263157894736842,1,18,0.2789473684210526,20
550,dd0f9986_20251128_222537,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,f616d5c7_20251203_212223,B,2,False,0.42105263157894735,8,11,0.2789473684210526,20
550,2e184452_20251205_141511_cleaned,D,4,False,0.15789473684210525,3,16,0.2789473684210526,20
816,02f952bb_20251210_230336,C,3,True,0.47368421052631576,9,10,0.30526315789473685,20
816,3a36e078_20251205_225238,A,1,False,0.15789473684210525,3,16,0.30526315789473685,20
816,5d843d39_20251127_141921,B,2,False,0.15789473684210525,3,16,0.30526315789473685,20
816,6b3a1a8d_20251125_135446,C,3,True,0.47368421052631576,9,10,0.30526315789473685,20
816,9c5d09f3_20251209_121033,C,3,True,0.47368421052631576,9,10,0.30526315789473685,20
816,13f54aa2_20251204_125847,C,3,True,0.47368421052631576,9,10,0.30526315789473685,20
816,14d2420f_20251208_150302,D,4,False,0.05263157894736842,1,18,0.30526315789473685,20
816,60de6bd6_20251210_170035,C,3,True,0.47368421052631576,9,10,0.30526315789473685,20
816,73df43f3_20251204_210431,C,3,True,0.47368421052631576,9,10,0.30526315789473685,20
