,Timestamp,Score,subj,question,answer_hm,question_en,question (Korean),Name or Initials 이름 또는 이니셜 ,qid,category,l2_category,options,answer_type,question_kr,answer,score,index,question_type,image_id,answers,multiple_choice_answer,processed_output,acc
45,2025-11-04 17:34:57.794,0,JJH,"Is the sky cloudy?
하늘이 흐리나요?",yes,Is the sky cloudy?,하늘이 흐리나요?,,561412009.0,,,,text,하늘이 흐리나요?,,0.827,0.0,is the,,"['no', 'yes', 'no', 'no', 'bit', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
46,2025-11-06 18:14:51.018,0,JMG,"Is the sky cloudy?
하늘이 흐리나요?",no,Is the sky cloudy?,하늘이 흐리나요?,,561412009.0,,,,text,하늘이 흐리나요?,,0.794,0.0,is the,,"['no', 'yes', 'no', 'no', 'bit', 'no', 'yes', 'yes', 'yes', 'yes']",,no,1.0
47,2025-11-12 19:11:16.883,0,김두연,"Is the sky cloudy?
하늘이 흐리나요?",no,Is the sky cloudy?,하늘이 흐리나요?,,561412009.0,,,,text,하늘이 흐리나요?,,0.794,0.0,is the,,"['no', 'yes', 'no', 'no', 'bit', 'no', 'yes', 'yes', 'yes', 'yes']",,no,1.0
48,2025-09-15 13:14:29.951,0,성민석,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
49,2025-09-15 14:31:01.540,0,Kathy,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
50,2025-09-15 14:48:47.065,0,Winnie,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
51,2025-09-15 17:19:03.562,0,안덕현,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
52,2025-09-16 07:47:54.290,0,성희,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
53,2025-09-16 16:55:07.364,0,박지윤,"Is the photo colored?
장면이 색칠되어 있나요?",no,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,1.0,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
54,2025-09-17 12:05:01.035,0,박정원,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
55,2025-09-17 13:16:13.572,0,Cm,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
56,2025-09-17 15:00:50.905,0,박호조,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
57,2025-09-23 13:22:40.894,0,Dowon Hwang,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
58,2025-09-23 14:08:58.993,0,조희승,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
59,2025-09-24 08:29:43.373,0,EJ,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
60,2025-09-30 11:36:25.791,0,BJH,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
61,2025-11-04 17:34:57.794,0,JJH,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
62,2025-11-06 18:14:51.018,0,JMG,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
63,2025-11-12 19:11:16.883,0,김두연,"Is the photo colored?
장면이 색칠되어 있나요?",yes,Is the photo colored?,장면이 색칠되어 있나요?,,96638000.0,,,,text,사진이 색칠되어 있나요?,,0.734,1.0,is the,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
64,2025-09-15 13:14:29.951,0,성민석,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
65,2025-09-15 14:31:01.540,0,Kathy,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
66,2025-09-15 14:48:47.065,0,Winnie,"Is this picture in focus?
이 장면은 초점에 맞습니까?",no,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,1.0,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
67,2025-09-15 17:19:03.562,0,안덕현,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
68,2025-09-16 07:47:54.290,0,성희,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
69,2025-09-16 16:55:07.364,0,박지윤,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
70,2025-09-17 12:05:01.035,0,박정원,"Is this picture in focus?
이 장면은 초점에 맞습니까?",no,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,1.0,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
71,2025-09-17 13:16:13.572,0,Cm,"Is this picture in focus?
이 장면은 초점에 맞습니까?",no,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,1.0,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
72,2025-09-17 15:00:50.905,0,박호조,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
73,2025-09-23 13:22:40.894,0,Dowon Hwang,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
74,2025-09-23 14:08:58.993,0,조희승,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
75,2025-09-24 08:29:43.373,0,EJ,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
76,2025-09-30 11:36:25.791,0,BJH,"Is this picture in focus?
이 장면은 초점에 맞습니까?",no,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,1.0,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
77,2025-11-04 17:34:57.794,0,JJH,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
78,2025-11-06 18:14:51.018,0,JMG,"Is this picture in focus?
이 장면은 초점에 맞습니까?",no,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,1.0,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
79,2025-11-12 19:11:16.883,0,김두연,"Is this picture in focus?
이 장면은 초점에 맞습니까?",yes,Is this picture in focus?,이 장면은 초점에 맞습니까?,,536027000.0,,,,text,이 사진이 초점에 맞습니까?,,0.734,7.0,is this,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
80,2025-09-15 13:14:29.951,0,성민석,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",yes,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.787,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,yes,0.6666666666666666
81,2025-09-15 14:31:01.540,0,Kathy,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
82,2025-09-15 14:48:47.065,0,Winnie,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
83,2025-09-15 17:19:03.562,0,안덕현,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",yes,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.787,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,yes,0.6666666666666666
84,2025-09-16 07:47:54.290,0,성희,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",yes,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.787,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,yes,0.6666666666666666
85,2025-09-16 16:55:07.364,0,박지윤,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
86,2025-09-17 12:05:01.035,0,박정원,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
87,2025-09-17 13:16:13.572,0,Cm,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
88,2025-09-17 15:00:50.905,0,박호조,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
89,2025-09-23 13:22:40.894,0,Dowon Hwang,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
90,2025-09-23 14:08:58.993,0,조희승,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
91,2025-09-24 08:29:43.373,0,EJ,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",yes,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.787,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,yes,0.6666666666666666
92,2025-09-30 11:36:25.791,0,BJH,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",yes,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.787,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,yes,0.6666666666666666
93,2025-11-04 17:34:57.794,0,JJH,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
94,2025-11-06 18:14:51.018,0,JMG,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",no,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.947,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,no,1.0
95,2025-11-12 19:11:16.883,0,김두연,"Is this a recent photograph?
이것은 최근에 찍은 사진인가요?",yes,Is this a recent photograph?,이것은 최근에 찍은 사진인가요?,,329717005.0,,,,text,이것은 최근에 찍은 사진인가요?,,0.787,12.0,is this a,,"['no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no']",,yes,0.6666666666666666
96,2025-09-15 13:14:29.951,0,성민석,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
97,2025-09-15 14:31:01.540,0,Kathy,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
98,2025-09-15 14:48:47.065,0,Winnie,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
99,2025-09-15 17:19:03.562,0,안덕현,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
100,2025-09-16 07:47:54.290,0,성희,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
101,2025-09-16 16:55:07.364,0,박지윤,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
102,2025-09-17 12:05:01.035,0,박정원,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
103,2025-09-17 13:16:13.572,0,Cm,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
104,2025-09-17 15:00:50.905,0,박호조,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
105,2025-09-23 13:22:40.894,0,Dowon Hwang,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
106,2025-09-23 14:08:58.993,0,조희승,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
107,2025-09-24 08:29:43.373,0,EJ,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",no,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.803,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,no,1.0
108,2025-09-30 11:36:25.791,0,BJH,"Are these people wearing helmets?
이 사람들은 헬멧을 쓰고 있나요?",yes,Are these people wearing helmets?,이 사람들은 헬멧을 쓰고 있나요?,,444928001.0,,,,text,이 사람들은 헬멧을 쓰고 있나요?,,0.849,4.0,are these,,"['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'no', 'yes, some of them']",,yes,1.0
